the 12519 0.0 4.097569639431371
of 9014 0.3010299956639812 3.954917553734959
and 7183 0.47712125471966244 3.8563058664332988
to 5233 0.6020599913279624 3.718750734739665
is 3991 0.6989700043360189 3.6010817277840235
in 3769 0.7781512503836436 3.576226137449605
a 3426 0.8450980400142568 3.5347873586294916
he 2622 0.9030899869919435 3.4186326873540653
be 2559 0.9542425094393249 3.4080702858871854
that 2359 1.0 3.3727279408855955
which 2101 1.0413926851582251 3.3224260524059526
or 1880 1.0791812460476249 3.27415784926368
are 1866 1.1139433523068367 3.2709116394104814
not 1807 1.146128035678238 3.256958152560932
as 1446 1.1760912590556813 3.160168292958512
they 1445 1.2041199826559248 3.1598678470925665
I 1412 1.2304489213782739 3.149834696715785
will 1331 1.255272505103306 3.124178055474675
have 1276 1.2787536009528289 3.1058506743851435
we 1201 1.3010299956639813 3.079543007402906
by 1139 1.3222192947339193 3.0565237240791006
you 1101 1.3424226808222062 3.041787318971752
his 1052 1.3617278360175928 3.02201573981772
with 935 1.380211241711606 2.9708116108725178
for 887 1.3979400086720377 2.9479236198317262
but 883 1.414973347970818 2.9459607035775686
their 845 1.4313637641589874 2.926856708949692
who 838 1.4471580313422192 2.9232440186302764
at 740 1.462397997898956 2.8692317197309762
has 732 1.4771212547196624 2.864511081058392
one 723 1.4913616938342726 2.859138297294531
may 701 1.505149978319906 2.8457180179666586
this 688 1.5185139398778875 2.837588438235511
from 664 1.5314789170422551 2.8221680793680175
all 644 1.5440680443502757 2.808885867359812
them 625 1.5563025007672873 2.7958800173440754
there 619 1.568201724066995 2.791690649020118
if 606 1.5797835966168101 2.782472624166286
what 588 1.591064607026499 2.7693773260761385
any 580 1.6020599913279623 2.7634279935629373
when 551 1.6127838567197355 2.741151598851785
an 545 1.6232492903979006 2.7363965022766426
other 538 1.6334684555795864 2.7307822756663893
was 533 1.6434526764861874 2.7267272090265724
no 531 1.6532125137753437 2.725094521081469
said, 513 1.662757831681574 2.7101173651118162
do 498 1.6720978579357175 2.6972293427597176
would 485 1.6812412373755872 2.6857417386022635
on 479 1.6901960800285136 2.680335513414563
more 473 1.6989700043360187 2.6748611407378116
The 467 1.7075701760979363 2.6693168805661123
our 457 1.7160033436347992 2.6599162000698504
only 456 1.724275869600789 2.658964842664435
than 428 1.7323937598229686 2.6314437690131722
must 419 1.7403626894942439 2.622214022966295
man 413 1.7481880270062005 2.615950051656401
good 399 1.7558748556724915 2.6009728956867484
should 393 1.7634279935629373 2.5943925503754266
were 389 1.7708520116421442 2.5899496013257077
can 379 1.7781512503836436 2.578639209968072
been 373 1.7853298350107671 2.571708831808688
into 371 1.792391689498254 2.569373909615046
him 365 1.7993405494535817 2.5622928644564746
like 360 1.806179973983887 2.5563025007672873
And 353 1.8129133566428555 2.5477747053878224
such 341 1.8195439355418688 2.5327543789924976
also 310 1.8260748027008264 2.4913616938342726
own 286 1.8325089127062364 2.456366033129043
us 283 1.8388490907372552 2.45178643552429
some 281 1.845098040014257 2.44870631990508
had 279 1.8512583487190752 2.4456042032735974
same 274 1.8573324964312685 2.437750562820388
about 270 1.863322860120456 2.4313637641589874
then 257 1.8692317197309762 2.4099331233312946
so 252 1.8750612633917 2.401400540781544
But 249 1.8808135922807914 2.3961993470957363
first 249 1.8864907251724818 2.3961993470957363
say 238 1.8920946026904804 2.376576957056512
men 235 1.8976270912904414 2.3710678622717363
these 230 1.9030899869919435 2.361727836017593
State 219 1.9084850188786497 2.3404441148401185
it 209 1.9138138523837167 2.3201462861110542
shall 209 1.919078092376074 2.3201462861110542
now 209 1.9242792860618816 2.3201462861110542
most 208 1.9294189257142926 2.3180633349627615
great 207 1.9344984512435677 2.315970345456918
just 205 1.9395192526186185 2.311753861055754
many 203 1.9444826721501687 2.307496037913213
out 201 1.9493900066449128 2.303196057420489
He 199 1.954242509439325 2.298853076409707
 198 1.9590413923210936 2.296665190261531
another 197 1.9637878273455553 2.294466226161593
justice 196 1.968482948553935 2.292256071356476
Plato 195 1.9731278535996986 2.290034611362518
nature 194 1.9777236052888478 2.287801729930226
life 193 1.9822712330395684 2.285557309007774
true 192 1.9867717342662448 2.2833012287035497
how 192 1.9912260756924949 2.2833012287035497
those 192 1.99563519459755 2.2833012287035497
my 191 2.0 2.2810333672477277
whether 188 2.0043213737826426 2.27415784926368
make 186 2.0086001717619175 2.2695129442179165
two 181 2.012837224705172 2.2576785748691846
them, 180 2.0170333392987803 2.255272505103306
being 180 2.0211892990699383 2.255272505103306
soul 180 2.0253058652647704 2.255272505103306
let 175 2.0293837776852097 2.2430380486862944
up 172 2.03342375548695 2.2355284469075487
knowledge 172 2.037426497940624 2.2355284469075487
very 171 2.041392685158225 2.2329961103921536
see 166 2.0453229787866576 2.220108088040055
said 160 2.0492180226701815 2.2041199826559246
way 155 2.0530784434834195 2.1903316981702914
her 154 2.0569048513364727 2.187520720836463
your 153 2.060697840353612 2.184691430817599
time 152 2.0644579892269186 2.1818435879447726
cannot 152 2.0681858617461617 2.1818435879447726
never 150 2.0718820073061255 2.1760912590556813
upon 150 2.0755469613925306 2.1760912590556813
well 149 2.0791812460476247 2.173186268412274
every 147 2.0827853703164503 2.167317334748176
made 145 2.0863598306747484 2.161368002234975
me 143 2.089905111439398 2.155336037465062
far 143 2.093421685162235 2.155336037465062
know 141 2.0969100130080562 2.1492191126553797
human 141 2.100370545117563 2.1492191126553797
mind 138 2.103803720955957 2.1398790864012365
take 138 2.1072099696478683 2.1398790864012365
because 138 2.110589710299249 2.1398790864012365
having 137 2.113943352306837 2.1367205671564067
either 137 2.1172712956557644 2.1367205671564067
part 135 2.12057393120585 2.130333768495006
things 135 2.123851640967086 2.130333768495006
both 132 2.1271047983648077 2.12057393120585
order 132 2.130333768495006 2.12057393120585
whom 131 2.1335389083702174 2.1172712956557644
better 130 2.1367205671564067 2.113943352306837
does 130 2.1398790864012365 2.113943352306837
under 127 2.143014800254095 2.103803720955957
truth 126 2.146128035678238 2.100370545117563
might 126 2.1492191126553797 2.100370545117563
world 124 2.1522883443830563 2.093421685162235
then, 123 2.155336037465062 2.089905111439398
evil 123 2.1583624920952498 2.089905111439398
nor 121 2.161368002234975 2.0827853703164503
For 120 2.164352855784437 2.0791812460476247
ofthe 120 2.167317334748176 2.0791812460476247
